language,domain,dataset,global_ratio,local_ratio,sampled_tokens,total_tokens
ar,web,restructured-web--arabicweb22--Psychology,0.0,0.0,0,0
ar,web,restructured-web--arabicweb22--Religion,0.0,0.0,0,0
ar,web,restructured-web--arabicweb22--Self Development,0.0,0.0,0,0
ar,web,restructured-web--arabicweb22--Sociology,0.0,0.0,0,0
ar,web,restructured-web--arabicweb22--Sports,0.0,0.0,0,0
ar,web,restructured-web--arabicweb22--Tourism,0.0,0.0,0,0
ar,web,restructured-web--arabicweb22--Travel,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Accounting,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Arabic Language,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Biology,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Chemistry,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Computer Science,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Economy,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Education,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Engineering,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Ethics,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Finance,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Geology,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--HR,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Health and Medicine,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--History,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Law,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Literature,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Management,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Marketing,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Mathematics,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Other,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Philosophy,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Physics,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Poetry,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Politics,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Psychology,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Religion,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Self Development,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Sociology,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Sports,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Tourism,0.0,0.0,0,0
ar,web,restructured-web--arabicweb24--Travel,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Accounting,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Arabic Language,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Biology,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Chemistry,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Computer Science,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Economy,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Education,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Engineering,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Ethics,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Finance,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Geology,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--HR,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Health and Medicine,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--History,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Law,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Literature,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Management,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Marketing,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Mathematics,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Other,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Philosophy,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Physics,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Poetry,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Politics,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Psychology,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Religion,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Self Development,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Sociology,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Sports,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Tourism,0.0,0.0,0,0
ar,web,restructured-web--hplt-project--Travel,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Accounting,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Arabic Language,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Biology,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Chemistry,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Computer Science,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Economy,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Education,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Engineering,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Ethics,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Finance,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Geology,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--HR,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Health and Medicine,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--History,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Law,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Literature,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Management,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Marketing,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Mathematics,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Other,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Philosophy,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Physics,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Poetry,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Politics,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Psychology,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Religion,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Self Development,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Sociology,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Sports,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Tourism,0.0,0.0,0,0
ar,web,restructured-web--oscar2301--Travel,0.0,0.0,0,0
code,high-resource,JSON-with-Comments,0.015,0.0598,"448,801,406","657,713,117"
code,high-resource,JSON,0.0474,0.1898,"1,423,295,752","2,085,823,021,307.0"
code,high-resource,YAML,0.1139,0.4556,"3,417,244,570","200,317,249,211.0"
code,high-resource,JavaScript,0.5692,2.2767,"17,075,001,527","556,071,364,924.0"
code,high-resource,Java,0.4367,1.7467,"13,100,224,945","191,982,236,647.0"
code,high-resource,Jupyter-Notebook-Processed,1.8192,7.2769,"54,576,954,345","31,992,750,696.0"
code,priority,Python,3.3797,13.5189,"101,391,590,085","99,058,778,592.0"
code,priority,C++,4.8656,19.4622,"145,966,597,208","213,912,310,025"
code,priority,C,2.6873,10.7492,"80,619,169,985","118,146,433,593"
code,priority,Coq,0.0833,0.333,"2,497,806,735","1,830,253,013"
code,priority,Go,0.6711,2.6844,"20,133,035,014","29,504,723,067"
code,priority,Lean,0.0021,0.0085,"64,011,437","93,807,999"
code,priority,MATLAB,0.5868,2.347,"17,602,615,713","17,197,615,809.0"
code,priority,Mathematica,1.0463,4.1851,"31,388,289,578","45,999,164,601"
code,priority,Rust,0.1418,0.5673,"4,254,949,242","6,235,577,447"
code,other,WebAssembly,0.0125,0.0501,"375,758,542","550,669,670"
code,other,TeX,0.3152,1.261,"9,457,263,608","13,859,507,200"
code,other,Shell-ShellCheck-Config-ShellSession-Awk-sed-jq,0.233,0.932,"6,990,063,420","10,243,854,704"
code,other,Rust,0.1418,0.5673,"4,254,949,242","6,235,577,447"
code,other,Prolog,0.0395,0.158,"1,185,096,393","1,736,744,652"
code,other,PowerShell,0.0344,0.1375,"1,031,296,886","1,511,353,306"
code,other,OpenCL,0.0059,0.0235,"176,615,657","258,828,143"
code,other,Objective-C,0.0554,0.2214,"1,660,582,639","2,433,564,084"
code,other,Objective-C++,0.0452,0.1806,"1,354,775,594","1,985,407,501"
code,other,LLVM,0.1057,0.4226,"3,169,870,467","4,645,407,423"
code,other,Glyph-Bitmap-Distribution-Format-Glyph,0.0314,0.1255,"941,252,355","1,379,394,119"
code,other,Fortran,0.0441,0.1764,"1,323,068,339","1,938,940,897"
code,other,Cython-FreeBasic-GDB-Git-Attributes-Git-Config-Git-Revision-List-Go-Module-OpenCL-Q-Sharp-jq-sed-NumPy,0.139,0.5561,"4,170,399,122","3,055,835,126"
code,other,BibTeX,0.1126,0.4503,"3,377,228,830","4,949,288,635"
code,other,C-Sharp,0.0692,0.2768,"2,076,346,370","3,042,860,881"
code,other,Cuda,0.0163,0.0651,"487,958,696","715,097,659"
code,other,CMake,0.0209,0.0837,"628,049,797","920,399,500"
code,other,Markdown,6.2054,24.8217,"186,162,994,195","136,409,825,572"
code,other,RMarkdown,0.1499,0.5995,"4,495,978,641","3,294,401,580"
code,other,SQL,0.5344,2.1374,"16,030,755,132","180,714,467,331.0"
code,other,Dockerfile,0.0011,0.0043,"32,316,659","473,596,799.0"
code,other,HTML+PHP,0.0015,0.0061,"45,770,049","670,754,623.0"
code,other,PHP,0.2077,0.8308,"6,231,056,134","91,315,385,675.0"
code,other,PLSQL,0.1507,0.6026,"4,519,718,142","6,623,593,117"
code,other,SPARQL,0.0039,0.0155,"116,196,673","170,284,841"
en,web,dclm-baseline-1,29.11,64.6889,"873,299,646,987","4,166,235,823,469.0"
en,education,fineweb-sample-100bt,1.8945,4.2099,"56,833,842,454","108,454,499,533"
en,books,github-books-maruf-crawl-enfiltered,0.3342,0.7426,"10,025,243,677","6,376,968,010"
en,books,Pile-books2-books3-pgtbrg,1.8194,4.043,"54,580,551,405","52,077,302,279"
en,books,textbooks-medrag-medilora-sciphi-sciriff-python-chem,0.0345,0.0766,"1,034,625,990","987,174,535"
en,books,maruf-scrape,0.4519,1.0042,"13,556,496,999","8,623,166,725"
en,books,nampdn-ai-tiny-strange-textbooks,0.137,0.3045,"4,110,694,690","3,922,164,296"
en,books,Medilora-us-medical-license-exam-textbooks-en,0.0012,0.0027,"35,855,393","22,807,296"
en,wiki,wikipedia-0624,0.3587,0.797,"10,759,931,817","5,133,222,433"
en,math,Pile-DM-Mathematics,0.3309,0.7353,"9,927,051,083","9,471,762,866"
en,math,MathPile-arxiv,0.3266,0.7257,"9,796,919,090","9,347,599,167"
en,math,MathPile-commoncrawl,0.0249,0.0553,"746,611,360","712,369,232"
en,math,MathPile-mixed,0.3619,0.8042,"10,856,145,585","10,358,245,944"
en,math,MathPile-textbooks,0.0076,0.0169,"227,821,249","217,372,595"
en,math,MathPile-wiki-proofwiki-mixed,0.0028,0.0063,"84,793,885","80,904,950"
en,math,openwebmath,0.4611,1.0246,"13,831,680,378","13,197,312,624"
en,scientific,dolma-peS2o,1.1412,2.536,"34,236,202,140","65,332,027,692"
en,QA,Pile-StackExchange,0.368,0.8177,"11,039,132,050","21,065,680,059"
en,QA,SlimPajamaStackExchange,0.4073,0.9051,"12,218,372,116","23,315,992,297"
en,law,Pile-FreeLaw,0.3764,0.8364,"11,291,713,843","21,547,675,130"
en,conversational,Pile-OpenSubtitles,0.1035,0.2299,"3,103,945,080","5,923,175,273"
en,conversational,Pile-OpenWebText2,0.5827,1.2948,"17,480,174,729","33,356,949,311"
en,conversational,Pile-enron-hn-nexpt-phil-ubuntu-yt-ep,0.0689,0.1531,"2,066,441,344","3,943,334,677"
en,code,code-search-net,0.0102,0.0226,"305,572,330","583,115,494"
en,code,github-maruf-crawl,2.4885,5.5301,"74,656,149,442","47,488,110,219"
en,sft,Buzz-V1.2sys,0.2431,0.5401,"7,291,586,049","13,914,338,395"
en,sft,Infinity-Instruct,0.042,0.0933,"1,260,153,635","2,404,717,436"
en,sft,OpenMathInstruct1-MetaMathQA-PawanKrd-math,0.0152,0.0338,"456,500,208","871,127,123"
en,sft,xP3x-pretrain,0.5139,1.1419,"15,416,111,725","294,181,531,800.0"
en,sft,flan-v2-cot,0.0012,0.0028,"37,475,571","71,513,630"
en,sft,flan-v2-dialog,0.4654,1.0341,"13,960,973,707","26,641,352,252"
en,sft,flan-v2-flan-orig,0.7288,1.6197,"21,865,313,173","41,724,991,580"
en,sft,flan-v2-niv,0.175,0.3889,"5,249,913,905","10,018,270,114"
en,sft,flan-v2-t0,0.6788,1.5085,"20,364,332,171","38,860,709,728"
en,sft,math-ai-AutoMathText-arxiv-full,0.5736,1.2746,"17,207,732,149","32,837,054,440"
en,sft,math-ai-AutoMathText-code-full,0.1671,0.3714,"5,014,449,962","9,568,940,576"
en,sft,math-ai-AutoMathText-web-full,0.1735,0.3855,"5,204,648,465","9,931,891,286"
en,sft,aya-dataset,0.0031,0.007,"94,206,857","179,772,424"
en,sft,WebInstructSub,0.0157,0.0349,"470,986,968","898,771,818"
